text,label
"well written , nicely acted and beautifully shot and scored , the film works on several levels , openly questioning social mores while ensnaring the audience with its emotional pull",1
"the story suffers a severe case of oversimplification , superficiality and silliness",0
"may be far from the best of the series , but it 's assured , wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation",1
"the pianist is a supremely hopeful cautionary tale of war 's madness remembered that we , today , can prevent its tragic waste of life here is a divine monument to a single man 's struggle to regain his life , his dignity and his music",1
"this is surely one of the most frantic , virulent and foul natured christmas season pics ever delivered by a hollywood studio",0
the plot is romantic comedy boilerplate from start to finish,0
completely awful iranian drama as much fun as a grouchy ayatollah in a cold mosque,0
knows how to make our imagination wonder,1
"even in terms of the low grade cheese standards on which it operates , it never quite makes the grade as tawdry trash",0
"director elie chouraqui , who co wrote the script , catches the chaotic horror of war , but why bother if you 're going to subjugate truth to the tear jerking demands of soap opera \?",0
"the misery of these people becomes just another voyeuristic spectacle , to be consumed and forgotten",0
"makes for some truly odd , at times confusing , kids entertainment but at least this time there 's some centered storytelling to go along with all the weird stuff",0
quite good at providing some good old fashioned spooks,1
wallace seems less like he 's been burning to tell a war story than he 's been itching to somehow tack one together,0
"it 's clear the filmmakers were n't sure where they wanted their story to go , and even more clear that they lack the skills to get us to this undetermined destination",0
"by taking entertainment tonight subject matter and giving it humor and poignancy , auto focus becomes both gut bustingly funny and crushingly depressing",1
"time stands still in more ways that one in clockstoppers , a sci fi thriller as lazy as it is interminable",0
allen 's underestimated charm delivers more goodies than lumps of coal,1
"colorful , energetic and sweetly whimsical the rare sequel that 's better than its predecessor",1
"the trinity assembly approaches the endeavor with a shocking lack of irony , and george ratliff 's documentary , hell house , reflects their earnestness which makes for a terrifying film",1
animated drivel meant to enhance the self image of drooling idiots,0
the whole affair is as predictable as can be,0
"broomfield is energized by volletta wallace 's maternal fury , her fearlessness , and because of that , his film crackles",1
"mr deeds is not really a film as much as it is a loose collection of not so funny gags , scattered moments of lazy humor",0
is n't it a bit early in his career for director barry sonnenfeld to do a homage to himself \? and it 's a lousy one at that,0
"the best didacticism is one carried by a strong sense of humanism , and bertrand tavernier 's oft brilliant safe conduct \( laissez passer \) wears its heart on its sleeve",1
"despite the pyrotechnics , narc is strictly by the book",0
dripping with cliche and bypassing no opportunity to trivialize the material,0
pray 's film works well and will appeal even to those who are n't too familiar with turntablism,1
"were dylan thomas alive to witness first time director ethan hawke 's strained chelsea walls , he might have been tempted to change his landmark poem to , 'do not go gentle into that good theatre '",0
now i can see why people thought i was too hard on the mothman prophecies,0
"never having seen the first two films in the series , i ca n't compare friday after next to them , but nothing would change the fact that what we have here is a load of clams left in the broiling sun for a good three days",0
eight legged freaks \? no big hairy deal,0
"writer director 's mehta 's effort has tons of charm and the whimsy is in the mixture , the intoxicating masala , of cultures and film genres",1
"so routine , familiar and predictable , it raises the possibility that it wrote itself as a newly automated final draft computer program",0
"stands as one of the year 's most intriguing movie experiences , letting its imagery speak for it while it forces you to ponder anew what a movie can be",1
"william shatner , as a pompous professor , is the sole bright spot",0
"twist open the ouzo ! it 's time to let your hair down greek style a vibrant whirlwind of love , family and all that goes with it , my big fat greek wedding is a non stop funny feast of warmth , colour and cringe",1
how anyone over the age of 2 can stomach the touchy feely message this preachy produce promotes is beyond us,0
"manipulative claptrap , a period piece movie of the week , plain old blarney take your pick all three descriptions suit evelyn , a besotted and obvious drama that tells us nothing new",0
manages to be both hugely entertaining and uplifting,1
"though there are entertaining and audacious moments , the movie 's wildly careening tone and an extremely flat lead performance do little to salvage this filmmaker 's flailing reputation",0
"the filmmakers want nothing else than to show us a good time , and in their cheap , b movie way , they succeed",1
"simple , poignant and leavened with humor , it 's a film that affirms the nourishing aspects of love and companionship",1
"the pacing is glacial , the screenplay is stiff as a board , and things heat up only in the movie 's final scenes",0
creepy but ultimately unsatisfying thriller,0
catch it if you can !,1
featherweight romantic comedy has a few nice twists in a standard plot and the charisma of hugh grant and sandra bullock,1
"instead of letting the laughs come as they may , lawrence unleashes his trademark misogyny er , comedy like a human volcano or an overflowing septic tank , take your pick",0
miller has crafted an intriguing story of maternal instincts and misguided acts of affection,1
"it 's not hateful it 's simply stupid , irrelevant and deeply , truly , bottomlessly cynical",0
its one sidedness flirts with propaganda,0
"a frustrating 'tweener' too slick , contrived and exploitative for the art houses and too cynical , small and decadent for the malls",0
"a vile , incoherent mess a scummy ripoff of david cronenberg 's brilliant 'videodrome '",0
i do n't think i 've been as entranced and appalled by an asian film since shinya tsukamoto 's iron man,1
"not a cheap slasher flick , as the subject matter would suggest , but is a little like a nature film , showing a patient predator and his foolish prey",0
"so earnest and well meaning , and so stocked with talent , that you almost forget the sheer , ponderous awfulness of its script",0
"hashiguchi vividly captures the way young japanese live now , chafing against their culture 's manic mix of millennial brusqueness and undying , traditional politesse",1
it 's a mystery how the movie could be released in this condition,0
"mesmerizing , an eye opening tour of modern beijing culture in a journey of rebellion , retreat into oblivion and return",1
will probably be one of those movies barely registering a blip on the radar screen of 2002,0
"so clich d that , at one point , they literally upset an apple cart",0
blanchett 's performance confirms her power once again,1
"buy is an accomplished actress , and this is a big , juicy role",1
"scherfig , who has had a successful career in tv , tackles more than she can handle",0
mais um momento inspirado de david fincher,1
while mcfarlane 's animation lifts the film firmly above the level of other coming of age films it 's also so jarring that it 's hard to get back into the boys' story,1
"daring , mesmerizing and exceedingly hard to forget",1
a collage of clich s and a dim echo of allusions to other films,0
it 's a sometimes interesting remake that does n't compare to the brilliant original,0
the movie itself appears to be running on hypertime in reverse as the truly funny bits get further and further apart,0
"in the telling of a story largely untold , bui chooses to produce something that is ultimately suspiciously familiar",0
possibly the most irresponsible picture ever released by a major film studio,0
"it 's crafty , energetic and smart the kid is sort of like a fourteen year old ferris bueller",1
no telegraphing is too obvious or simplistic for this movie,0
"as a director , paxton is surprisingly brilliant , deftly sewing together what could have been a confusing and horrifying vision into an intense and engrossing head trip",1
rates an 'e' for effort and a 'b' for boring,0
"the movie is full of fine performances , led by josef bierbichler as brecht and monica bleibtreu as helene weigel , his wife",1
the cast is uniformly excellent and relaxed,1
a ragbag of cliches,0
"wickedly funny , visually engrossing , never boring , this movie challenges us to think about the ways we consume pop culture",1
ecks this one off your must see list,0
"it 's weird , wonderful , and not necessarily for kids",1
"for every articulate player , such as skateboarder tony hawk or bmx rider mat hoffman , are about a half dozen young turks angling to see how many times they can work the words radical or suck into a sentence",0
"it 's a brave attempt to tap into the heartbeat of the world , a salute to the universal language of rhythm and a zippy sampling of sounds",1
"the story is predictable , the jokes are typical sandler fare , and the romance with ryder is puzzling",0
norton is magnetic as graham,1
"i'm not sure which half of dragonfly is worse the part where nothing 's happening , or the part where something 's happening , but it 's stupid",0
a film so tedious that it is impossible to care whether that boast is true or not,0
"the genius of the work speaks volumes , offering up a hallucinatory dreamscape that frustrates and captivates",1
"good car chases , great fight scenes , and a distinctive blend of european , american and asian influences",1
"for all its alleged youthful fire , xxx is no less subservient to bond 's tired formula of guns , girls and gadgets while brandishing a new action hero",0
little more than a well acted television melodrama shot for the big screen,0
a sustained fest of self congratulation between actor and director that leaves scant place for the viewer,0
"however sincere it may be , the rising place never quite justifies its own existence",0
"there 's a persistent theatrical sentiment and a woozy quality to the manner of the storytelling , which undercuts the devastatingly telling impact of utter loss personified in the film 's simple title",0
amari has dressed up this little parable in a fairly irresistible package full of privileged moments and memorable performances,1
a glossy knock off of a b movie revenge flick,0
"a profoundly stupid affair , populating its hackneyed and meanspirited storyline with cardboard characters and performers who value cash above credibility",0
"unspeakable , of course , barely begins to describe the plot and its complications vulgar is too optimistic a title",0
"' hopkins does n't so much phone in his performance as fax it no , even that 's too committed he gets his secretary to fax it",0
a film that is a portrait of grace in an imperfect world,1
"the vivid lead performances sustain interest and empathy , but the journey is far more interesting than the final destination",1
jeffs has created a breathtakingly assured and stylish work of spare dialogue and acute expressiveness,1
"director peter jackson and his crew have so steeped themselves in the majesty of tolkien 's writing that every frame produces new joys , whether you 're a fan of the books or not",1
the innocence of holiday cheer ai n't what it used to be,0
an uneven film dealing with too many problems to be taken seriously,0
the story alone could force you to scratch a hole in your head,0
"like life on the island , the movie grows boring despite the scenery",0
"if you think that jennifer lopez has shown poor judgment in planning to marry ben affleck , wait till you see maid in manhattan",0
as giddy and whimsical and relevant today as it was 270 years ago,1
"a film centering on a traditional indian wedding in contemporary new delhi may not sound like specialized fare , but mira nair 's film is an absolute delight for all audiences",1
highly recommended as an engrossing story about a horrifying historical event and the elements which contributed to it,1
"every once in a while , a movie will come along that turns me into that annoying specimen of humanity that i usually dread encountering the most the fanboy",1
"the actors pull out all the stops in nearly every scene , but to diminishing effect the characters never change",0
"clever and unflinching in its comic barbs , slap her is a small but rewarding comedy that takes aim at contemporary southern adolescence and never lets up",1
i firmly believe that a good video game movie is going to show up soon i also believe that resident evil is not it,0
"flat , but with a revelatory performance by michelle williams",0
"a laughable or rather , unlaughable excuse for a film",0
reeks of rot and hack work from start to finish,0
two tedious acts light on great scares and a good surprise ending,0
"it 's sweet , harmless , dumb , occasionally funny and about as compelling as a fishing show",0
strange and beautiful film,1
really quite funny,1
"cattaneo should have followed the runaway success of his first film , the full monty , with something different",0
"a brutal and funny work nicole holofcenter , the insightful writer director responsible for this illuminating comedy does n't wrap the proceedings up neatly but the ideas tie together beautifully",1
equal parts bodice ripper and plodding costume drama,0
turns so unforgivably trite in its last 10 minutes that anyone without a fortified sweet tooth will likely go into sugar shock,0
"a burst of color , music , and dance that only the most practiced curmudgeon could fail to crack a smile at",1
"a gripping movie , played with performances that are all understated and touching",1
the entire movie establishes a wonderfully creepy mood,1
sen 's soap opera ish approach undermines his good intentions,0
"warm water under a red bridge is a quirky and poignant japanese film that explores the fascinating connections between women , water , nature , and sexuality",1
"there 's just no currency in deriding james bond for being a clich d , doddering , misogynistic boy 's club",0
the film lapses too often into sugary sentiment and withholds delivery on the pell mell pyrotechnics its punchy style promises,0
fincher 's camera sense and assured pacing make it an above average thriller,1
"there is no psychology here , and no real narrative logic just a series of carefully choreographed atrocities , which become strangely impersonal and abstract",0
everything was as superficial as the forced new jersey lowbrow accent uma had,0
"rarely has skin looked as beautiful , desirable , even delectable , as it does in trouble every day",1
"those who love cinema paradiso will find the new scenes interesting , but few will find the movie improved",1
a manipulative feminist empowerment tale thinly posing as a serious drama about spousal abuse,0
this is nothing but familiar territory,0
a soulless jumble of ineptly assembled cliches and pabulum that plays like a 95 minute commercial for nba properties,0
"abandon spends 90 minutes trying figure out whether or not some cocky pseudo intellectual kid has intentionally left college or was killed the only problem is that , by the end , no one in the audience or the film seems to really care",0
"like the world of his film , hartley created a monster but did n't know how to handle it",0
there are just too many characters saying too many clever things and getting into too many pointless situations where 's the movie here \?,0
friday after next has the same problem that next friday did it 's called where 's chris tucker when you need him \?,0
"there are moments in this account of the life of artist frida kahlo that are among cinema 's finest this year unfortunately , they 're sandwiched in between the most impossibly dry account of kahlo 's life imaginable",1
"you watch for that sense of openness , the little surprises",1
"passion , lip synching , tragedy , and lots of really really high notes for me , this opera is n't a favorite , so it 's a long time before the fat lady sings",0
"some writer dude , i think his name was , uh , michael zaidan , was supposed to have like written the screenplay or something , but , dude , the only thing that i ever saw that was written down were the zeroes on my paycheck",0
comes off like a bad imitation of the bard,0
"nothing here seems as funny as it did in analyze this , not even joe viterelli as de niro 's right hand goombah",0
"passionate , irrational , long suffering but cruel as a tarantula , helga figures prominently in this movie , and helps keep the proceedings as funny for grown ups as for rugrats",1
"this is the kind of movie that you only need to watch for about thirty seconds before you say to yourself , 'ah , yes , here we have a bad , bad , bad movie '",0
do n't hate el crimen del padre amaro because it 's anti catholic hate it because it 's lousy,0
a mess,0
a yawn provoking little farm melodrama,0
a stunning and overwhelmingly cogent case for kissinger as a calculating war criminal,1
parris' performance is credible and remarkably mature,1
"this little film is so slovenly done , so primitive in technique , that it ca n't really be called animation",0
'cq may one day be fondly remembered as roman coppola 's brief pretentious period before going on to other films that actually tell a story worth caring about,0
i'm not exactly sure what this movie thinks it is about,0
you could easily mistake it for a sketchy work in progress that was inexplicably rushed to the megaplexes before its time,0
"a fast paced , glitzy but extremely silly piece",0
"it 's easy to be cynical about documentaries in which underdogs beat the odds and the human spirit triumphs , but westbrook 's foundation and dalrymple 's film earn their uplift",1
"i'm afraid you wo n't get through this frankly fantastical by the numbers b flick with just a suspension of disbelief rather , you 'll have to wrestle disbelief to the ground and then apply the chloroform soaked handkerchief",0
"a disaster of a drama , saved only by its winged assailants",0
well shot but badly written tale set in a future ravaged by dragons,0
"the movie is so contrived , nonsensical and formulaic that , come to think of it , the day old shelf would be a more appropriate location to store it",0
the observations of this social economic urban environment are canny and spiced with irony,1
"like the english patient and the unbearable lightness of being , the hours is one of those reputedly unfilmable novels that has bucked the odds to emerge as an exquisite motion picture in its own right",1
"a dark , dull thriller with a parting shot that misfires",0
what could have been a pointed little chiller about the frightening seductiveness of new technology loses faith in its own viability and succumbs to joyless special effects excess,0
"with few respites , marshall keeps the energy humming , and his edits , unlike those in moulin rouge , are crisp and purposeful without overdoing it",1
a riveting documentary,1
"flat out amusing , sometimes endearing and often fabulous , with a solid cast , noteworthy characters , delicious dialogue and a wide supply of effective sight gags",1
a chaotic panorama that 's too busy flying a lot of metaphoric flags,0
"the secrets of time travel will have been discovered , indulged in and rejected as boring before i see this piece of crap again",0
"the following things are not at all entertaining the bad sound , the lack of climax and , worst of all , watching seinfeld \( who is also one of the film 's producers \) do everything he can to look like a good guy",0
just a bunch of good actors flailing around in a caper that 's neither original nor terribly funny,0
summer 's far too fleeting to squander on offal like this,0
"a stupid , derivative horror film that substitutes extreme gore for suspense",0
"despite the fact that this film was n't as bad as i thought it was going to be , it 's still not a good movie",0
the darker elements of misogyny and unprovoked violence suffocate the illumination created by the two daughters and the sparse instances of humor meant to shine through the gloomy film noir veil,0
"martin and barbara are complex characters sometimes tender , sometimes angry and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations vivid",1
"it 's not like having a real film of nijinsky , but at least it 's better than that eponymous 1980 biopic that used soap in the places where the mysteries lingered",1
a complete waste of time,0
i kept wishing i was watching a documentary about the wartime navajos and what they accomplished instead of all this specious hollywood hoo ha,0
no amount of blood and disintegrating vampire cadavers can obscure this movie 's lack of ideas,0
"a moving tale of love and destruction in unexpected places , unexamined lives",1
"by the miserable standards to which the slasher genre has sunk , actually pretty good of course , by more objective measurements it 's still quite bad",0
"a captivatingly quirky hybrid of character portrait , romantic comedy and beat the clock thriller",1
"the sort of picture in which , whenever one of the characters has some serious soul searching to do , they go to a picture perfect beach during sunset",0
it 's a lovely film with lovely performances by buy and accorsi,1
as steamy as last week 's pork dumplings,0
"director lee has a true cinematic knack , but it 's also nice to see a movie with its heart so thoroughly , unabashedly on its sleeve",1
abandons all pretense of creating historical context and waltzes off into a hectic soap about the ups and downs of the heavy breathing between the two artists,0
to call this film a lump of coal would only be to flatter it,0
i wish it would have just gone more over the top instead of trying to have it both ways,0
its generic villains lack any intrigue \( other than their funny accents \) and the action scenes are poorly delivered,0
"it 's a prison soccer movie starring charismatic tough guy vinnie jones , but it had too much spitting for me to enjoy",0
a noble failure,0
"very amusing , not the usual route in a thriller , and the performances are odd and pixilated and sometimes both",1
"a warm , funny , engaging film",1
there 's enough melodrama in this magnolia primavera to make pta proud yet director muccino 's characters are less worthy of puccini than they are of daytime television,0
"comes off more like a misdemeanor , a flat , unconvincing drama that never catches fire",0
"that neither protagonist has a distinguishable condition hardly matters because both are just actory concoctions , defined by childlike dimness and a handful of quirks",0
"like smoke signals , the film is also imbued with strong themes of familial ties and spirituality that are powerful and moving without stooping to base melodrama",1
what saves this deeply affecting film from being merely a collection of wrenching cases is corcuera 's attention to detail,1
"if you 're not a prepubescent girl , you 'll be laughing at britney spears' movie starring debut whenever it does n't have you impatiently squinting at your watch",0
the comedy death to smoochy is a rancorous curiosity a movie without an apparent audience,0
"rife with the rueful , wry humor springing out of yiddish culture and language",1
"filmmakers who can deftly change moods are treasures and even marvels so , too , is this comedy about mild culture clashing in today 's new delhi",1
"that storytelling has value cannot be denied not even solondz 's thirst for controversy , sketchy characters and immature provocations can fully succeed at cheapening it",1
returning director rob minkoff and screenwriter bruce joel rubin have done a fine job of updating white 's dry wit to a new age,1
"the large frame imax camera lends itself beautifully to filming the teeming life on the reefs , making this gorgeous film a must for everyone from junior scientists to grown up fish lovers",1
"for those for whom the name woody allen was once a guarantee of something fresh , sometimes funny , and usually genuinely worthwhile , hollywood ending is a depressing experience",0
"extreme ops exceeds expectations good fun , good action , good acting , good dialogue , good pace , good cinematography",1
"a highly intriguing thriller , coupled with some ingenious plot devices and some lavishly built settings it 's a worthwhile tutorial in quantum physics and slash dash",1
"the principals in this cast are all fine , but bishop and stevenson are standouts",1
"while the film shuns the glamour or glitz that an american movie might demand , scherfig tosses us a romantic scenario that is just as simplistic as a hollywood production",0
"displaying about equal amounts of naivet , passion and talent , beneath clouds establishes sen as a filmmaker of considerable potential",1
"elicits more groans from the audience than jar jar binks , scrappy doo and scooby dumb , all wrapped up into one",0
at best this is a film for the under 7 crowd but it would be better to wait for the video and a very rainy day,0
"demonstrates the unusual power of thoughtful , subjective filmmaking",1
"broder 's screenplay is shallow , offensive and redundant , with pitifully few real laughs",0
"a subtle , poignant picture of goodness that is flawed , compromised and sad",1
"the three leads produce adequate performances , but what 's missing from this material is any depth of feeling",0
"a lovely film elegant , witty and beneath a prim exterior unabashedly romantic hugely enjoyable in its own right though not really faithful to its source 's complexity",1
"this film is an act of spiritual faith an eloquent , deeply felt meditation on the nature of compassion",1
"it 's an old story , but a lively script , sharp acting and partially animated interludes make just a kiss seem minty fresh",1
"the story has its redundancies , and the young actors , not very experienced , are sometimes inexpressive",0
"painful to watch , but viewers willing to take a chance will be rewarded with two of the year 's most accomplished and riveting film performances",1
a thoroughly entertaining comedy that uses grant 's own twist of acidity to prevent itself from succumbing to its own bathos,1
"unfortunately , carvey 's rubber face routine is no match for the insipid script he has crafted with harris goldberg",0
